共和国,gong4he2guo2,republic
固然,gu4ran2,admittedly (it's true that...)
光芒,guang1mang2,rays of light;brilliant rays;radiance
过渡,guo4du4,to cross over (by ferry);transition;interim;caretaker (administration)
航天,hang2tian1,space flight
合身,he2shen1,well-fitting (of clothes)
后代,hou4dai4,posterity;later periods;later ages;later generations
话筒,hua4tong3,microphone
回报,hui2bao4,(in) return;reciprocation;payback;retaliation;to report back;to reciprocate
火箭,huo3jian4,rocket;CL:枚[mei2]
机械,ji1xie4,machine;machinery;mechanical
急于求成,ji2yu2qiu2cheng2,anxious for quick results (idiom);to demand instant success;impatient for result;impetuous
记载,ji4zai3,write down;record;written account
坚实,jian1shi2,firm and substantial;solid
见多识广,jian4duo1shi2guang3,experienced and knowledgeable (idiom)
交叉,jiao1cha1,to cross;to intersect
揭露,jie1lu4,to expose;to unmask;to ferret out;to disclose;disclosure
借助,jie4zhu4,to draw support from;with the help of
茎,jing1,stalk;stem;CL:條|条[tiao2]
井,jing3,warn;well;surname Jing;CL:口[kou3]
拘留,ju1liu2,to detain (a prisoner);to keep sb in custody
决策,jue2ce4,strategic decision;decision-making;policy decision;to determine policy
勘探,kan1tan4,exploration
可恶,ke3wu4,repulsive;vile;hateful;abominable
空隙,kong4xi4,crack;gap between two objects;gap in time between two events
况且,kuang4qie3,moreover;besides;in addition;furthermore
唠叨,lao2dao,to prattle;to chatter;talkative;garrulous;to nag
理智,li3zhi4,reason;intellect;rationality
连年,lian2nian2,successive years;over many years
零星,ling2xing1,fragmentary;random;bits and pieces;sporadic
垄断,long3duan4,enjoy market dominance;monopolize
略微,lve4wei1,a little bit;slightly
茫茫,mang2mang2,boundless;vast and obscure
眯,mi1,to narrow one's eyes;(Dialect) to nap;to take a nap
蔑视,mie4shi4,to loathe;to despise;contempt
魔鬼,mo2gui3,devil
耐用,nai4yong4,durable
凝视,ning2shi4,gaze
排放,pai2fang4,emission;discharge;exhaust (gas etc)
烹饪,peng1ren4,cooking;culinary arts
漂浮,piao1fu2,to float;to hover;to drift (also fig., to lead a wandering life);to rove;showy;superficial
平行,ping2xing2,parallel;of equal rank;simultaneous
欺骗,qi1pian4,to deceive;to cheat
启事,qi3shi4,announcement (written, on billboard, letter, newspaper or website);to post information;a notice
恰到好处,qia4dao4hao3chu4,it's just perfect;it's just right
抢劫,qiang1jie2,to rob;looting
清除,qing1chu2,eliminate;get rid of
请示,qing3shi4,ask for instructions
权威,quan2wei1,authority;authoritative;power and prestige
热泪盈眶,re4lei4ying2kuang4,eyes brimming with tears of excitement (idiom);extremely moved
任性,ren4xing4,willful;headstrong;uninhibited
腮,sai1,cheek (esp. lower cheek);jaw;gills (of fish)
上级,shang4ji2,higher authorities;superiors;CL:個|个[ge4]
申报,shen1bao4,to report (to the authorities);to declare (to customs)
慎重,shen4zhong4,cautious;careful;prudent
盛开,sheng4kai1,blooming;in full flower
时机,shi2ji1,fortunate timing;occasion;opportunity
事件,shi4jian4,event;happening;incident;CL:個|个[ge4]
收缩,shou1suo1,to pull back;to shrink;to contract
竖,shu4,to erect;vertical;vertical stroke (in Chinese characters)
司令,si1ling4,commanding officer
诉讼,su4song4,lawsuit
泰斗,tai4dou3,leading scholar of his time;magnate
淘气,tao2qi4,naughty;bad
天生,tian1sheng1,innate;natural
停泊,ting2bo2,anchorage;mooring (of a ship)
投降,tou2xiang2,to surrender;surrender
吞咽,tun1yan4,to swallow;to gulp
外向,wai4xiang4,outward-looking;extrovert;extroverted (personality);export-oriented (economy)
威风,wei1feng1,might;awe-inspiring authority;impressive
胃口,wei4kou3,appetite
无比,wu2bi3,matchless
侮辱,wu3ru3,to insult;to humiliate;dishonor
媳妇,xi2fu,daughter-in-law;wife (of a younger man);young married woman;young woman
掀起,xian1qi3,to lift;to raise in height;to begin;upsurge;to set off (a campaign)
现状,xian4zhuang4,current situation
消防,xiao1fang2,fire-fighting;fire control
泄露,xie4lu4,to leak (information);to divulge
信念,xin4nian4,faith;belief;conviction
胸怀,xiong1huai2,one's bosom (the seat of emotions);breast;broad-minded and open;to think about;to cherish
酗酒,xu4jiu3,heavy drinking;to get drunk;to drink to excess
血压,xue4ya1,blood pressure
严寒,yan2han2,bitter cold;severe winter
眼神,yan3shen2,expression or emotion showing in one's eyes;meaningful glance;wink;eyesight (topolect)
咬牙切齿,yao3ya2qie4chi3,gnashing one's teeth (idiom);displaying extreme anger;fuming with rage between gritted teeth
一流,yi1liu2,top quality;front ranking
以免,yi3mian3,in order to avoid;so as not to
音响,yin1xiang3,speakers or speaker (electronic);acoustics;sound field (in a room or theater)
应酬,ying4chou,social niceties;social interaction;a dinner party
油漆,you2qi1,oil paints;lacquer;to paint;CL:層|层[ceng2]
预算,yu4suan4,budget
约束,yue1shu4,to restrict;to limit to;to constrain;restriction;constraint
在意,zai4yi4,to care about;to mind
赠送,zeng4song4,give as a present;present as a gift
占领,zhan4ling3,to occupy (a territory);to hold
照应,zhao4ying4,to correlate with;to correspond to
阵容,zhen4rong2,troop arrangement;battle formation;line-up (of a sports team etc)
正经,zheng4jing,decent;honorable;proper;serious;according to standards
知足常乐,zhi1zu2chang2le4,satisfied with what one has (idiom)
致辞,zhi4ci2,to express in words or writing;to make a speech (esp. short introduction, vote of thanks, afterword, funeral homily etc);to address (an audience);same as 致詞|致词
中立,zhong1li4,neutral
周年,zhou1nian2,anniversary;annual
注射,zhu4she4,injection;to inject
转让,zhuan3rang4,transfer (technology, goods etc);conveyancing (property)
着想,zhuo2xiang3,to give thought (to others);to consider (other people's needs)
踪迹,zong1ji4,tracks;trail;footprint;trace;vestige
钻研,zuan1yan2,to study meticulously;to delve into
