唉,ai1,interjection or grunt of agreement or recognition (e.g. yes, it's me!);to sigh
记忆,ji4yi4,memories;remember;memory;CL:個|个[ge4]
嫁,jia4,(of a woman) to marry;to marry off a daughter;to shift (blame etc)
尖锐,jian1rui4,sharp;intense;penetrating;pointed;acute (illness)
建议,jian4yi4,to propose;to suggest;to recommend;proposal;suggestion;recommendation;CL:個|个[ge4],點|点[dian3]
郊区,jiao1qu1,suburban district;outskirts;suburbs;CL:個|个[ge4]
阶段,jie1duan4,stage;section;phase;period;CL:個|个[ge4]
结账,jie2zhang4,to pay the bill;to settle accounts;also written 結帳|结帐
紧急,jin3ji2,urgent;emergency
经营,jing1ying2,to engage in (business etc);to run;to operate
举,ju3,to lift;to hold up;to cite;to enumerate;to act;to raise;to choose;to elect
绝对,jue2dui4,absolute;unconditional
开幕式,kai1mu4shi4,opening ceremony
可怕,ke3pa4,awful;dreadful;fearful;formidable;frightful;scary;hideous;horrible;terrible;terribly
空闲,kong4xian2,idle;free time;leisure
拦,lan2,cut off;hinder
老鼠,lao3shu3,rat;mouse;CL:隻|只[zhi1]
理论,li3lun4,theory;CL:個|个[ge4]
利益,li4yi4,benefit;(in sb's) interest;CL:個|个[ge4]
临时,lin2shi2,at the instant sth happens;temporary;interim;ad hoc
浏览,liu2lan3,to skim over;to browse
论文,lun4wen2,paper;treatise;thesis;CL:篇[pian1];to discuss a paper or thesis (old)
矛盾,mao2dun4,contradictory;contradiction;CL:個|个[ge4]
蜜蜂,mi4feng1,bee;honeybee;CL:隻|只[zhi1],群[qun2]
描写,miao2xie3,to describe;to depict;to portray;description
明星,ming2xing1,star;celebrity
目标,mu4biao1,target;goal;objective;CL:個|个[ge4]
嫩,nen4,tender;soft;delicate;light (color);inexperienced;unskilled
农民,nong2min2,peasant;CL:個|个[ge4]
赔偿,pei2chang2,to compensate
疲劳,pi2lao2,fatigue;wearily;weariness;weary
平,ping2,flat;level;equal;to tie (make the same score);to draw (score);calm;peaceful;see also 平聲|平声[ping2 sheng1]
破坏,po4huai4,destruction;damage;to wreck;to break;to destroy
企图,qi3tu2,attempt;CL:種|种[zhong3]
欠,qian4,deficient;owe;to lack;yawn
亲爱,qin1ai4,Dear or beloved (way of starting a letter)
青少年,qing1shao4nian2,an adolescent;a youth;young person;teenage;teenager
取消,qu3xiao1,to cancel;cancellation
确认,que4ren4,to confirm;to verify;confirmation
人类,ren2lei4,humanity;human race;mankind
日期,ri4qi1,date;CL:個|个[ge4]
洒,sa3,to sprinkle;to spray;to spill;to shed
善良,shan4liang2,good and honest;kind-hearted
舍不得,she3bude,to hate to do sth;to hate to part with;to begrudge
深刻,shen1ke4,profound;deep;deep-going
省略,sheng3lve4,to leave out;an omission
时刻,shi2ke4,moment;CL:個|个[ge4];constantly;always
实验,shi2yan4,to experiment;experiments;CL:個|个[ge4],次[ci4]
事实,shi4shi2,a fact;the fact that;CL:個|个[ge4]
手指,shou3zhi3,finger;CL:個|个[ge4],隻|只[zhi1]
熟练,shu2lian4,practiced;proficient;skilled;skillful
说不定,shuo1buding4,can't say for sure;maybe
寺庙,si4miao4,temple;monastery;shrine
锁,suo3,to lock up;to lock;CL:把[ba3]
烫,tang4,to scald;to burn;to iron;hot
提,ti2,to carry;to lift;to raise
体验,ti3yan4,to experience for oneself
铜,tong2,copper (chemistry);see also 紅銅|红铜[hong2 tong2];CL:塊|块[kuai4]
土地,tu3di4,land;territory;soil;local god;Lar;genius loci;CL:片[pian4]
退步,tui4bu4,degenerate;regress
万一,wan4yi1,just in case;if by any chance;contingency
围绕,wei2rao4,to revolve around;to center on (an issue)
未来,wei4lai2,future;tomorrow;approaching;coming;pending;CL:個|个[ge4]
文学,wen2xue2,literature;CL:種|种[zhong3]
武术,wu3shu4,military skill or technique (in former times);all kinds of martial art sports (some claiming spiritual development);self-defense;tradition of choreographed fights from opera and film (recent usage);also called kungfu 功夫;CL:種|种[zhong3]
瞎,xia1,blind;groundlessly;foolishly;to no purpose
现实,xian4shi2,reality;actuality;real;actual;CL:個|个[ge4]
享受,xiang3shou4,to enjoy;to live it up;pleasure;CL:種|种[zhong3]
消化,xiao1hua4,digest;digestion;digestive
歇,xie1,to rest
形成,xing2cheng2,to form;to take shape
幸亏,xing4kui1,fortunately;luckily
叙述,xu4shu4,to relate (a story or information);to tell or talk about;to recount;narration;telling;narrative;account
训练,xun4lian4,to train;to drill;training;CL:個|个[ge4]
摇,yao2,shake;to rock
一旦,yi1dan4,in case (sth happens);if;once (sth happens, then...);when;in a short time;in one day
以及,yi3ji2,as well as;too;and
英俊,ying1jun4,handsome
应聘,ying4pin4,to accept a job offer;to apply for an advertised position
优势,you1shi4,superiority;dominance;advantage
与其,yu3qi2,rather than...;與其|与其 A 不如|不如 B (rather than A, better to B)
原料,yuan2liao4,raw material;CL:個|个[ge4]
赞成,zan4cheng2,approve;endorse
展开,zhan3kai1,to unfold;to carry out;to be in full swing;to launch
照常,zhao4chang2,(business etc) as usual
阵,zhen4,disposition of troops;wave;spate;burst;spell;short period of time;classifier for events or states of short duration
政策,zheng4ce4,policy;CL:個|个[ge4]
直,zhi2,straight;to straighten;fair and reasonable;frank;straightforward;(indicates continuing motion or action);vertical;vertical downward stroke in Chinese characters
治疗,zhi4liao2,to treat;to cure;medical treatment;cure
重,zhong4,heavy;serious
主人,zhu3ren2,master;host;CL:個|个[ge4]
转告,zhuan3gao4,to pass on;to communicate;to transmit
姿势,zi1shi4,posture;position
自私,zi4si1,selfish;selfishness
总算,zong3suan4,at long last;finally;on the whole
罪犯,zui4fan4,criminal
